class_id,model_label
Early1:ALL,13950_41_42_43_49_52_A
Late1:OPN,13950_41_42_43_49_52_B
Late2:OPN,13950_41_42_43_49_52_C
Late3:CLS,13950_41_42_43_49_52_D
Early1:ALL,13950_50_A
Mid1:OPN,13950_50_B
Late1:OPN,13950_50_C
Late2:OPN,13950_50_D
Late3:CLS,13950_50_E
Early1:ALL,13950_51_A
Mid1:OPN,13950_51_B
Late1:OPN,13950_51_C
Late2:OPN,13950_51_D
Late3:CLS,13950_51_E
Early1:ALL,13970_48_A
Mid1:CLS,13970_48_B
Mid1:OPN,13970_48_C
Late1:OPN,13970_48_D
Late1:CLS,13970_48_E
Early1:ALL,14000_60_61_A
Mid1:OPN,14000_60_61_B
Late1:CLS,14000_60_61_C
Late2:CLS,14000_60_61_D
Early1:ALL,14000_63_A
Mid1:OPN,14000_63_B
Late1:CLS,14000_63_C
Late2:CLS,14000_63_D
Early1:ALL,14000_64_A
Mid1:OPN,14000_64_B
Late1:CLS,14000_64_C
Late2:CLS,14000_64_D
Early1:ALL,14010_43_44_47_48_53_A
Mid1:CLS,14010_43_44_47_48_53_B
Mid1:OPN,14010_43_44_47_48_53_C
Late1:OPN,14010_43_44_47_48_53_D
Late1:CLS,14010_43_44_47_48_53_E
Early1:ALL,14010_49_A
Mid1:CLS,14010_49_B
Mid1:OPN,14010_49_C
Late1:OPN,14010_49_D
Late1:CLS,14010_49_E
Early1:ALL,14071_41_50_51_A
Mid1:CLS,14071_41_50_51_B
Mid2:OPN,14071_41_50_51_C
Late1:OPN,14071_41_50_51_D
Late2:CLS,14071_41_50_51_E
Early1:ALL,14072_41_50_51_A
Mid1:OPN,14072_41_50_51_B
Late1:OPN,14072_41_50_51_C
Late1:CLS,14072_41_50_51_D
Early1:ALL,14080_48_A
Mid1:CLS,14080_48_B
Mid1:OPN,14080_48_C
Late1:OPN,14080_48_D
Late1:CLS,14080_48_E
Early1:ALL,14090_50_64_A
Mid1:OPN,14090_50_64_B
Late1:CLS,14090_50_64_C
Early1:OPN,14100_35_A
Mid1:OPN,14100_35_B
Late1:OPN,14100_35_C
Early1:OPN,14110_49_51_52_A
Early2:OPN,14110_49_51_52_B
Late1:CLS,14110_49_51_52_C
Early1:OPN,14120_39_40_41_42_43_50_51_A
Mid1:ALL,14120_39_40_41_42_43_50_51_B
Mid2:ALL,14120_39_40_41_42_43_50_51_C
Early1:OPN,14120_49_A
Mid1:ALL,14120_49_B
Mid2:ALL,14120_49_C
Early1:OPN,14120_52_A
Mid1:ALL,14120_52_B
Mid2:ALL,14120_52_C
Early1:ALL,14130_47_A
Mid1:CLS,14130_47_B
Mid1:OPN,14130_47_C
Late1:OPN,14130_47_D
Late1:CLS,14130_47_E
Early1:ALL,14140_57_A
Mid1:CLS,14140_57_B
Mid1:OPN,14140_57_C
Late1:OPN,14140_57_D
Late1:CLS,14140_57_E
Early1:ALL,14151_44_A
Early2:ALL,14151_44_B
Late1:OPN,14151_44_C
Early1:ALL,14152_44_A
Mid2:CLS,14152_44_B
Mid1:OPN,14152_44_C
Late1:OPN,14152_44_D
Late2:CLS,14152_44_E
Early1:ALL,14160_48_A
Mid1:CLS,14160_48_B
Mid1:OPN,14160_48_C
Late1:OPN,14160_48_D
Late1:CLS,14160_48_E
Early1:ALL,14170_48_A
Mid1:CLS,14170_48_B
Mid1:OPN,14170_48_C
Late1:OPN,14170_48_D
Late1:CLS,14170_48_E
Early1:ALL,14180_47_A
Mid1:CLS,14180_47_B
Late1:OPN,14180_47_C
Late2:CLS,14180_47_D
Early1:ALL,14200_39_40_42_A
Mid1:CLS,14200_39_40_42_B
Late1:CLS,14200_39_40_42_C
Late1:ALL,14200_39_40_42_D
Early1:OPN,14200_41_A
Mid1:OPN,14200_41_B
Late1:ALL,14200_41_C
Early1:OPN,14210_31_38_42_43_44_50_51_A
Mid1:OPN,14210_31_38_42_43_44_50_51_B
Late1:ALL,14210_31_38_42_43_44_50_51_C
Early1:OPN,14210_49_52_A
Mid1:OPN,14210_49_52_B
Late1:ALL,14210_49_52_C
Early1:ALL,14220_32_35_36_37_A
Mid1:OPN,14220_32_35_36_37_B
Late1:CLS,14220_32_35_36_37_C
Early1:ALL,14230_32_35_A
Mid1:CLS,14230_32_35_B
Mid1:OPN,14230_32_35_C
Early1:ALL,14230_38_A
Mid1:CLS,14230_38_B
Mid1:OPN,14230_38_C
Early1:ALL,14230_43_44_A
Mid1:CLS,14230_43_44_B
Mid1:OPN,14230_43_44_C
Early1:ALL,14250_56_A
Mid1:CLS,14250_56_B
Late1:CLS,14250_56_C
Early1:OPN,14260_58_A
Mid1:OPN,14260_58_B
Mid2:OPN,14260_58_C
Late1:CLS,14260_58_D
Late2:CLS,14260_58_E
Early1:ALL,14270_47_A
Mid1:CLS,14270_47_B
Mid1:OPN,14270_47_C
Late1:OPN,14270_47_D
Late1:CLS,14270_47_E
Early1:ALL,14280_37_44_A
Mid1:CLS,14280_37_44_B
Late1:OPN,14280_37_44_C
Late1:CLS,14280_37_44_D
Early1:OPN,14290_37_45_A
Mid1:OPN,14290_37_45_B
Late1:OPN,14290_37_45_C
Early1:OPN,14300_46_A
Mid1:OPN,14300_46_B
Mid1:CLS,14300_46_C
Late1:CLS,14300_46_D
Late2:ALL,14300_46_E
Early1:OPN,14320_45_A
Mid1:OPN,14320_45_B
Late1:OPN,14320_45_C
Late1:CLS,14320_45_D
Early1:ALL,14340_36_A
Mid1:CLS,14340_36_B
Early1:ALL,14340_37_98_A
Mid1:CLS,14340_37_98_B
Mid1:OPN,14340_37_98_C
Late1:CLS,14340_37_98_D
Early1:OPN,14350_99_A
Mid1:ALL,14350_99_B
Late1:ALL,14350_99_C
Early1:OPN,14360_60_A
Mid1:OPN,14360_60_B
Mid2:OPN,14360_60_C
Late1:CLS,14360_60_D
Late2:CLS,14360_60_E
Early1:OPN,14360_65_66_A
Mid1:OPN,14360_65_66_B
Late1:CLS,14360_65_66_C
Early1:ALL,14370_36_A
Mid1:CLS,14370_36_B
Late1:CLS,14370_36_C
Early1:ALL,14380_36_A
Mid1:CLS,14380_36_B
Late1:CLS,14380_36_C
Late1:CLS,14390_36_A
Early1:ALL,14400_36_A
Mid1:CLS,14400_36_B
Late1:CLS,14400_36_C
Early1:ALL,14420_36_A
Mid1:CLS,14420_36_B
Mid1:OPN,14420_36_C
Early1:ALL,14440_41_50_51_A
Mid1:OPN,14440_41_50_51_B
Mid1:CLS,14440_41_50_51_C
Late1:CLS,14440_41_50_51_D
Early1:ALL,14450_56_A
Mid1:CLS,14450_56_B
Mid1:OPN,14450_56_C
Early1:ALL,14460_56_A
Mid1:CLS,14460_56_B
Mid1:OPN,14460_56_C
Late1:OPN,14460_56_D
Late1:CLS,14460_56_E
Early1:ALL,14470_56_A
Mid1:CLS,14470_56_B
Mid1:OPN,14470_56_C
Late1:OPN,14470_56_D
Late1:CLS,14470_56_E
Early1:ALL,14490_58_60_A
Mid1:CLS,14490_58_60_B
Mid1:OPN,14490_58_60_C
Late1:OPN,14490_58_60_D
Late1:CLS,14490_58_60_E
Early1:ALL,14500_55_58_A
Mid1:CLS,14500_55_58_B
Mid1:OPN,14500_55_58_C
Late1:OPN,14500_55_58_D
Late1:CLS,14500_55_58_E
Early1:ALL,14510_37_98_A
Mid1:CLS,14510_37_98_B
Mid1:OPN,14510_37_98_C
Late1:OPN,14510_37_98_D
Late1:CLS,14510_37_98_E
Early1:ALL,14520_58_60_A
Mid1:CLS,14520_58_60_B
Mid1:OPN,14520_58_60_C
Late1:OPN,14520_58_60_D
Late1:CLS,14520_58_60_E
Early1:ALL,14530_55_56_A
Mid1:CLS,14530_55_56_B
Mid1:OPN,14530_55_56_C
Late1:OPN,14530_55_56_D
Late1:CLS,14530_55_56_E
Early1:ALL,14540_55_56_99_A
Mid1:CLS,14540_55_56_99_B
Mid1:OPN,14540_55_56_99_C
Late1:OPN,14540_55_56_99_D
Late1:CLS,14540_55_56_99_E
Early1:ALL,14550_46_99_A
Mid1:CLS,14550_46_99_B
Mid1:OPN,14550_46_99_C
Late1:OPN,14550_46_99_D
Late1:CLS,14550_46_99_E
Early1:ALL,14570_47_48_A
Mid1:CLS,14570_47_48_B
Mid1:OPN,14570_47_48_C
Late1:OPN,14570_47_48_D
Late1:CLS,14570_47_48_E
Early1:ALL,14570_49_A
Mid1:ALL,14570_49_B
Late1:CLS,14570_49_C
Early1:ALL,14580_37_44_45_98_A
Mid1:CLS,14580_37_44_45_98_B
Mid1:OPN,14580_37_44_45_98_C
Late1:OPN,14580_37_44_45_98_D
Late1:CLS,14580_37_44_45_98_E
Early1:ALL,14590_58_A
Mid1:OPN,14590_58_B
Late2:CLS,14590_58_C
Early1:ALL,14600_55_56_99_A
Mid1:CLS,14600_55_56_99_B
Mid1:OPN,14600_55_56_99_C
Late1:OPN,14600_55_56_99_D
Late1:CLS,14600_55_56_99_E
Early1:ALL,14610_46_55_56_99_A
Mid1:CLS,14610_46_55_56_99_B
Mid1:OPN,14610_46_55_56_99_C
Late1:OPN,14610_46_55_56_99_D
Late1:CLS,14610_46_55_56_99_E
Early1:OPN,14660_49_A
Mid1:OPN,14660_49_B
Late1:OPN,14660_49_C
Early1:OPN,14660_50_51_A
Early2:OPN,14660_50_51_B
Late1:CLS,14660_50_51_C
Late2:CLS,14660_50_51_D
Early1:ALL,14670_36_A
Mid1:OPN,14670_36_B
Late1:CLS,14670_36_C
Early1:ALL,14680_46_55_58_99_A
Mid1:CLS,14680_46_55_58_99_B
Mid1:OPN,14680_46_55_58_99_C
Late1:OPN,14680_46_55_58_99_D
Late1:CLS,14680_46_55_58_99_E
Early1:ALL,14680_60_A
Mid1:CLS,14680_60_B
Mid1:OPN,14680_60_C
Late1:OPN,14680_60_D
Late1:CLS,14680_60_E
Early1:ALL,14690_31_39_40_43_A
Mid1:CLS,14690_31_39_40_43_B
Late1:CLS,14690_31_39_40_43_C
Late2:CLS,14690_31_39_40_43_D
Early1:ALL,14690_38_42_49_A
Mid1:CLS,14690_38_42_49_B
Late1:CLS,14690_38_42_49_C
Late2:CLS,14690_38_42_49_D
Early1:ALL,14700_56_A
Mid1:CLS,14700_56_B
Mid1:OPN,14700_56_C
Late1:OPN,14700_56_D
Late1:CLS,14700_56_E
Early1:ALL,14710_32_35_A
Late1:CLS,14710_32_35_B
Early1:ALL,14710_41_50_A
Mid1:OPN,14710_41_50_B
Mid1:CLS,14710_41_50_C
Late1:CLS,14710_41_50_D
Early1:ALL,14710_42_43_A
Mid1:CLS,14710_42_43_B
Mid1:OPN,14710_42_43_C
Late1:OPN,14710_42_43_D
Early1:ALL,14710_44_A
Mid1:CLS,14710_44_B
Mid1:OPN,14710_44_C
Late1:OPN,14710_44_D
Early1:ALL,14710_47_48_53_54_57_59_60_61_63_A
Mid1:CLS,14710_47_48_53_54_57_59_60_61_63_B
Mid1:OPN,14710_47_48_53_54_57_59_60_61_63_C
Late1:OPN,14710_47_48_53_54_57_59_60_61_63_D
Late1:CLS,14710_47_48_53_54_57_59_60_61_63_E
Early1:ALL,14710_49_52_A
Mid1:OPN,14710_49_52_B
Mid1:CLS,14710_49_52_C
Late1:CLS,14710_49_52_D
Early1:ALL,14710_51_62_A
Mid1:OPN,14710_51_62_B
Mid1:CLS,14710_51_62_C
Late1:CLS,14710_51_62_D
Early1:ALL,14710_64_65_A
Mid1:CLS,14710_64_65_B
Mid1:OPN,14710_64_65_C
Late1:OPN,14710_64_65_D
Late1:CLS,14710_64_65_E
Early1:ALL,14712_44_A
Mid1:CLS,14712_44_B
Late1:CLS,14712_44_C
Early1:OPN,14720_32_35_A
Mid1:CLS,14720_32_35_B
Late1:CLS,14720_32_35_C
Early1:ALL,14720_44_46_47_48_A
Mid1:CLS,14720_44_46_47_48_B
Mid1:OPN,14720_44_46_47_48_C
Late1:OPN,14720_44_46_47_48_D
Late1:CLS,14720_44_46_47_48_E
Early1:ALL,14720_49_A
Mid1:CLS,14720_49_B
Mid1:OPN,14720_49_C
Late1:OPN,14720_49_D
Late1:CLS,14720_49_E
Early1:ALL,14720_53_54_57_59_60_A
Mid1:CLS,14720_53_54_57_59_60_B
Mid1:OPN,14720_53_54_57_59_60_C
Late1:OPN,14720_53_54_57_59_60_D
Late1:CLS,14720_53_54_57_59_60_E
Early1:ALL,14720_61_62_63_A
Mid1:CLS,14720_61_62_63_B
Mid1:OPN,14720_61_62_63_C
Late1:OPN,14720_61_62_63_D
Late1:CLS,14720_61_62_63_E
Early1:ALL,14720_64_65_66_A
Mid1:CLS,14720_64_65_66_B
Mid1:OPN,14720_64_65_66_C
Late1:OPN,14720_64_65_66_D
Late1:CLS,14720_64_65_66_E
Early1:ALL,14730_32_37_44_A
Mid1:CLS,14730_32_37_44_B
Late1:CLS,14730_32_37_44_C
Late1:OPN,14730_32_37_44_D
Early1:ALL,14730_36_A
Mid1:CLS,14730_36_B
Late1:CLS,14730_36_C
Late1:OPN,14730_36_D
Early1:ALL,14730_45_46_47_98_99_A
Mid1:CLS,14730_45_46_47_98_99_B
Late1:CLS,14730_45_46_47_98_99_C
Late1:OPN,14730_45_46_47_98_99_D
Early1:ALL,14730_55_58_60_A
Mid1:CLS,14730_55_58_60_B
Late1:CLS,14730_55_58_60_C
Late1:OPN,14730_55_58_60_D
Early1:ALL,14740_32_37_44_45_98_A
Mid1:CLS,14740_32_37_44_45_98_B
Late1:CLS,14740_32_37_44_45_98_C
Early1:ALL,14740_36_A
Mid1:CLS,14740_36_B
Early1:ALL,14740_46_47_48_55_56_58_60_99_A
Mid1:CLS,14740_46_47_48_55_56_58_60_99_B
Mid1:OPN,14740_46_47_48_55_56_58_60_99_C
Late1:OPN,14740_46_47_48_55_56_58_60_99_D
Late1:CLS,14740_46_47_48_55_56_58_60_99_E
Early1:ALL,14750_41_50_51_63_64_65_66_A
Mid1:OPN,14750_41_50_51_63_64_65_66_B
Mid1:CLS,14750_41_50_51_63_64_65_66_C
Late1:CLS,14750_41_50_51_63_64_65_66_D
Early1:OPN,14760_36_A
Mid1:OPN,14760_36_B
Late1:CLS,14760_36_C
Early1:ALL,14770_40_41_50_51_A
Mid1:OPN,14770_40_41_50_51_B
Late1:CLS,14770_40_41_50_51_C
Late2:ALL,14770_40_41_50_51_D
Late3:OPN,14770_40_41_50_51_E
Early1:ALL,14770_63_64_65_66_A
Mid1:OPN,14770_63_64_65_66_B
Late1:CLS,14770_63_64_65_66_C
Late2:ALL,14770_63_64_65_66_D
Late3:OPN,14770_63_64_65_66_E
Early1:ALL,14780_56_A
Mid1:CLS,14780_56_B
Mid2:CLS,14780_56_C
Late1:CLS,14780_56_D
Early1:ALL,14790_41_42_47_48_50_51_53_A
Mid1:CLS,14790_41_42_47_48_50_51_53_B
Late1:CLS,14790_41_42_47_48_50_51_53_C
Early1:ALL,14790_52_62_A
Mid1:CLS,14790_52_62_B
Late1:CLS,14790_52_62_C
Early1:ALL,14790_60_61_63_64_65_66_A
Mid1:CLS,14790_60_61_63_64_65_66_B
Late1:CLS,14790_60_61_63_64_65_66_C
Early1:ALL,14800_36_37_44_A
Mid1:CLS,14800_36_37_44_B
Late1:OPN,14800_36_37_44_C
Late1:CLS,14800_36_37_44_D
Early1:ALL,14800_45_98_A
Mid1:CLS,14800_45_98_B
Late1:OPN,14800_45_98_C
Late1:CLS,14800_45_98_D
Early1:ALL,14800_46_56_58_60_64_65_66_A
Mid1:CLS,14800_46_56_58_60_64_65_66_B
Late1:CLS,14800_46_56_58_60_64_65_66_C
Early1:ALL,14800_47_A
Mid1:CLS,14800_47_B
Late1:CLS,14800_47_C
Early1:ALL,14800_55_99_A
Mid1:CLS,14800_55_99_B
Late1:CLS,14800_55_99_C
Early1:ALL,14810_41_50_51_63_A
Early2:CLS,14810_41_50_51_63_B
Mid1:CLS,14810_41_50_51_63_C
Late1:CLS,14810_41_50_51_63_D
Early1:ALL,14820_30_A
Mid1:CLS,14820_30_B
Early1:ALL,14820_39_40_A
Mid1:CLS,14820_39_40_B
Early1:ALL,14830_56_A
Mid1:CLS,14830_56_B
Late1:OPN,14830_56_C
Late1:CLS,14830_56_D
Early1:ALL,14850_55_99_A
Mid1:CLS,14850_55_99_B
Mid1:OPN,14850_55_99_C
Late1:OPN,14850_55_99_D
Late1:CLS,14850_55_99_E
Early1:ALL,14860_36_A
Mid1:CLS,14860_36_B
Early1:OPN,14860_36_C
Early1:CLS,14880_38_42_43_A
Early1:ALL,14890_55_56_99_A
Mid1:CLS,14890_55_56_99_B
Mid2:CLS,14890_55_56_99_C
Late1:CLS,14890_55_56_99_D
Late2:CLS,14890_55_56_99_E
Early1:ALL,14900_36_A
Mid1:CLS,14900_36_B
Early1:ALL,14900_37_98_A
Mid1:OPN,14900_37_98_B
Early1:OPN,14900_55_56_58_99_A
Mid1:OPN,14900_55_56_58_99_B
Mid2:OPN,14900_55_56_58_99_C
Early2:OPN,14900_55_56_58_99_D
Early1:OPN,14900_60_A
Mid1:OPN,14900_60_B
Mid2:OPN,14900_60_C
Early2:OPN,14900_60_D
Early1:ALL,14900_65_66_A
Mid1:OPN,14900_65_66_B
Late1:OPN,14900_65_66_C
Early1:ALL,14920_41_50_51_52_63_A
Early2:ALL,14920_41_50_51_52_63_B
Mid1:CLS,14920_41_50_51_52_63_C
Early1:OPN,14930_41_42_44_50_A
Late1:OPN,14930_41_42_44_50_B
Late2:CLS,14930_41_42_44_50_C
Late3:CLS,14930_41_42_44_50_D
Early1:OPN,14930_52_62_A
Late1:OPN,14930_52_62_B
Late2:CLS,14930_52_62_C
Late3:CLS,14930_52_62_D
Early1:OPN,14940_41_50_51_A
Late1:OPN,14940_41_50_51_B
Late2:CLS,14940_41_50_51_C
Late3:CLS,14940_41_50_51_D
Early1:OPN,14940_63_65_66_A
Mid1:OPN,14940_63_65_66_B
Late1:OPN,14940_63_65_66_C
Late2:CLS,14940_63_65_66_D
Early1:OPN,14940_64_A
Mid1:OPN,14940_64_B
Late1:OPN,14940_64_C
Late2:CLS,14940_64_D
Early1:ALL,14950_20_A
Mid1:CLS,14950_20_B
Early1:OPN,14950_27_33_A
Mid1:CLS,14950_27_33_B
Early1:ALL,14950_30_A
Mid1:CLS,14950_30_B
Early1:ALL,14950_31_39_40_A
Mid1:CLS,14950_31_39_40_B
Early1:OPN,14950_35_A
Early1:OPN,14950_36_A
Early1:ALL,14950_38_A
Mid1:CLS,14950_38_B
Early1:OPN,14951_26_34_A
Early1:OPN,14952_34_A
Late1:OPN,14952_34_B
Early1:ALL,15010_58_60_A
Mid1:CLS,15010_58_60_B
Mid2:CLS,15010_58_60_C
Late2:CLS,15010_58_60_D
Late1:CLS,15010_58_60_E
Early1:ALL,15030_25_27_A
Mid1:ALL,15030_25_27_B
Late1:ALL,15030_25_27_C
Early1:ALL,15030_26_A
Mid1:ALL,15030_26_B
Late1:ALL,15030_26_C
Early1:OPN,15040_25_27_A
Late1:OPN,15040_25_27_B
Early1:ALL,15040_32_35_A
Early1:ALL,15041_26_34_A
Early1:OPN,15042_26_34_A
Mid1:OPN,15042_26_34_B
Mid2:OPN,15042_26_34_C
Early1:ALL,15060_37_44_A
Mid1:CLS,15060_37_44_B
Late1:CLS,15060_37_44_C
Late1:OPN,15060_37_44_D
Early1:ALL,15070_44_A
Mid1:CLS,15070_44_B
Mid1:OPN,15070_44_C
Late1:OPN,15070_44_D
Late1:CLS,15070_44_E
Early1:ALL,15090_45_47_A
Mid1:CLS,15090_45_47_B
Late1:OPN,15090_45_47_C
Late1:CLS,15090_45_47_D
Early1:ALL,15100_45_A
Mid1:CLS,15100_45_B
Mid1:OPN,15100_45_C
Late1:OPN,15100_45_D
Late1:CLS,15100_45_E
Early1:ALL,15130_45_A
Mid1:CLS,15130_45_B
Late1:CLS,15130_45_C
Late1:OPN,15130_45_D
Early1:ALL,15170_42_49_50_A
Mid1:OPN,15170_42_49_50_B
Mid2:OPN,15170_42_49_50_C
Mid3:CLS,15170_42_49_50_D
Late1:CLS,15170_42_49_50_E
Early1:ALL,15180_43_47_49_52_62_63_64_65_A
Mid1:CLS,15180_43_47_49_52_62_63_64_65_B
Late1:CLS,15180_43_47_49_52_62_63_64_65_C
Early1:ALL,15190_32_35_36_37_A
Mid1:CLS,15190_32_35_36_37_B
Mid1:OPN,15190_32_35_36_37_C
Late1:OPN,15190_32_35_36_37_D
Late1:CLS,15190_32_35_36_37_E
Early1:ALL,15230_32_35_A
Early2:OPN,15230_32_35_B
Mid1:OPN,15230_32_35_C
Mid2:CLS,15230_32_35_D
Late1:CLS,15230_32_35_E
Early1:OPN,15240_35_A
Mid1:CLS,15240_35_B
Late1:CLS,15240_35_C
Early1:OPN,15250_35_A
Late1:CLS,15250_35_B
Early1:ALL,15260_64_65_66_A
Early2:CLS,15260_64_65_66_B
Mid1:CLS,15260_64_65_66_C
Late1:CLS,15260_64_65_66_D
Early1:OPN,18040_79_A
Late1:CLS,18040_79_B
Late1:CLS,18060_79_A
Early1:ALL,18080_79_A
Mid1:OPN,18080_79_B
Mid2:CLS,18080_79_C
Late1:CLS,18080_79_D
Late1:OPN,18080_79_E
Early1:ALL,18090_79_A
Mid1:OPN,18090_79_B
Mid1:CLS,18090_79_C
Late1:CLS,18090_79_D
Late1:OPN,18090_79_E
Early1:ALL,18100_79_A
Mid1:OPN,18100_79_B
Mid1:CLS,18100_79_C
Late1:CLS,18100_79_D
Late1:OPN,18100_79_E
Early1:OPN,18110_79_A
Mid1:CLS,18110_79_B
Late1:CLS,18110_79_C
Early1:OPN,18130_79_A
Mid1:OPN,18130_79_B
Late1:CLS,18130_79_C
Late2:OPN,18130_79_D
Late3:OPN,18130_79_E
Early1:ALL,18140_79_A
Mid1:OPN,18140_79_B
Mid1:CLS,18140_79_C
Late1:OPN,18140_79_D
Late1:CLS,18140_79_E
Early1:ALL,18151_79_A
Mid1:CLS,18151_79_B
Mid1:OPN,18151_79_C
Late1:CLS,18151_79_D
Early1:ALL,18160_79_A
Mid1:OPN,18160_79_B
Mid1:CLS,18160_79_C
Late1:OPN,18160_79_D
Late1:CLS,18160_79_E
Early1:OPN,18170_79_A
Mid1:CLS,18170_79_B
Mid2:CLS,18170_79_C
Late1:CLS,18170_79_D
Early1:OPN,18180_79_A
Mid1:CLS,18180_79_B
Late1:CLS,18180_79_C
Early1:OPN,18190_79_A
Late1:ALL,18190_79_B
Early1:ALL,18200_79_A
Mid1:OPN,18200_79_B
Early1:OPN,18210_79_A
Early2:OPN,18210_79_B
Mid1:OPN,18210_79_C
Mid2:OPN,18210_79_D
Late1:OPN,18210_79_E
Early1:OPN,18220_79_A
Late1:CLS,18220_79_B
Early1:OPN,18230_79_A
Late1:CLS,18230_79_B
Early1:ALL,18240_79_A
Late1:OPN,18240_79_B
Early1:ALL,18250_79_A
Late1:OPN,18250_79_B
Early1:ALL,18260_79_A
Mid1:OPN,18260_79_B
Late1:OPN,18260_79_C
Early1:ALL,18270_79_A
Mid1:OPN,18270_79_B
Late1:OPN,18270_79_C
Early1:ALL,18280_79_A
Mid1:OPN,18280_79_B
Late1:CLS,18280_79_C
